Brand,Model,Year,Category,Rating,Displacement (ccm),Power (hp),Torque (Nm),Engine cylinder,Engine stroke,Gearbox,Bore (mm),Stroke (mm),Fuel capacity (lts),Fuel system,Fuel control,Cooling system,Transmission type,Dry weight (kg),Wheelbase (mm),Seat height (mm),Front brakes,Rear brakes,Front tire,Rear tire,Front suspension,Rear suspension,Color options
aprilia,rs 50,2021,Sport,2.7,50.0,,,Single cylinder, two-stroke,6-speed,39.9,40.0,14.5,Carburettor. Dell’Orto PHVA - Ø14,,Liquid,Chain,,,820.0,Single disc. Radial caliper with two 28 mm opposed pistons,Single disc. Single piston calliper,100/80-17 ,130/70-17 ,40 mm upside down fork,"Asymmetrical swingarm, Monoschock absorber","Silver Speed, Black Speed"
aprilia,rs 50 replica,2004,Sport,3.5,49.7,,,Single cylinder, two-stroke,6-speed,40.3,39.0,13.0,Carburettor,,Liquid,Chain,,1280.0,810.0,Single disc,Single disc,90/80-ZR17 ,110/80-ZR17 ,Aprilia Ø 35 mm central pin hydraulic telescopic fork,Double member swinging arm in high strength steel with hydraulic monoshock,"Replica GP-1, Replica SBK"
aprilia,rs 50 replica alitalia,2011,Sport,3.3,49.9,,,Single cylinder, two-stroke,6-speed,39.9,40.0,13.0,Carburettor. Dell Orto VHST 28.,,Liquid,Chain,,1310.0,,Single disc. radial brake calliper,Single disc,110/80-17 ,130/70-17 ,40 mm upside down fork,Double reinforced member aluminium swingarm with bracing arch,Red/white/green
aprilia,rs 50 replica sbk,2010,Sport,2.9,49.9,,,Single cylinder, two-stroke,6-speed,39.9,40.0,13.0,Carburettor.  Dell’Orto PHVA - Ø14 ,,Liquid,Chain,,1310.0,,Single disc,Single disc,110/80-17 ,130/70-17 ,40 mm upside down fork,Double reinforced member aluminium swingarm with bracing arch,Replica SBK Red
aprilia,rs 50 tuono,2003,Sport,3.7,49.7,,,Single cylinder, two-stroke,,,,13.0,,,,,,1280.0,810.0,,,,,,,"Black, Red"
aprilia,rs 660,2020,Prototype / concept model,,660.0,100.0,,Twin, four-stroke,6-speed,,,,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,169.0,1369.0,,Double disc. ABS. Brembo,Single disc. ABS. Brembo.,120/70-17 ,180/55-17 ,Telescopic fork,Aluminium alloy swingarm. ,"Black/silver/red, blue/silver/red"
aprilia,rs 660,2021,Sport,3.5,659.0,100.0,67.0,Twin, four-stroke,6-speed,81.0,63.9,15.0,"Injection. Airbox with front dynamic air intakes, two Ø48-mm throttle bodies",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,169.0,1370.0,820.0,Double disc. ABS. Brembo,Single disc. ABS. Brembo.,120/70-ZR17 ,180/55-ZR17 ,"Kayaba 41-mm stanchion fork, aluminium radial calliper mounting bracket. Adjustable spring preload and rebound damping.","Aluminium asymmetric swingarm. Adjustable monoshock in spring reload, rebound braking","Acid gold, Lava red, Apex black"
aprilia,rs 660,2022,Sport,,659.0,100.0,67.0,Twin, four-stroke,6-speed,81.0,63.9,15.0,"Injection. Airbox with front dynamic air intakes, two Ø48-mm throttle bodies",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,169.0,1370.0,820.0,Double disc. ABS. Brembo,Single disc. ABS. Brembo.,120/70-ZR17 ,180/55-ZR17 ,"Kayaba 41-mm stanchion fork, aluminium radial calliper mounting bracket. Adjustable spring preload and rebound damping.","Aluminium asymmetric swingarm. Adjustable monoshock in spring reload, rebound braking","Acid gold, Lava red, Apex black"
aprilia,rs 660 35kw,2021,Sport,,659.0,46.9,67.0,Twin, four-stroke,6-speed,81.0,63.9,15.0,"Injection. Airbox with front dynamic air intakes, two Ø48-mm throttle bodies",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,169.0,1370.0,820.0,Double disc. ABS. Brembo,Single disc. ABS. Brembo.,120/70-ZR17 ,180/55-ZR17 ,"Kayaba 41-mm stanchion fork, aluminium radial calliper mounting bracket. Adjustable spring preload and rebound damping.","Aluminium asymmetric swingarm. Adjustable monoshock in spring reload, rebound braking","Acid gold, Lava red, Apex black"
aprilia,rs 660 35kw,2022,Sport,,659.0,46.9,67.0,Twin, four-stroke,6-speed,81.0,63.9,15.0,"Injection. Airbox with front dynamic air intakes, two Ø48-mm throttle bodies",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,169.0,1370.0,820.0,Double disc. ABS. Brembo,Single disc. ABS. Brembo.,120/70-ZR17 ,180/55-ZR17 ,"Kayaba 41-mm stanchion fork, aluminium radial calliper mounting bracket. Adjustable spring preload and rebound damping.","Aluminium asymmetric swingarm. Adjustable monoshock in spring reload, rebound braking","Acid gold, Lava red, Apex black"
aprilia,rs 660 limited,2022,Sport,,659.0,100.0,67.0,Twin, four-stroke,6-speed,81.0,63.9,15.0,"Injection. Airbox with front dynamic air intakes, two Ø48-mm throttle bodies",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,169.0,1370.0,820.0,Double disc. ABS. Brembo,Single disc. ABS. Brembo.,120/70-ZR17 ,180/55-ZR17 ,"Kayaba 41-mm stanchion fork, aluminium radial calliper mounting bracket. Adjustable spring preload and rebound damping.","Aluminium asymmetric swingarm. Adjustable monoshock in spring reload, rebound braking",Red/blue/white
aprilia,rs-gp,2021,Sport,,999.6,255.0,115.0,V4, four-stroke,6-speed,78.0,52.3,22.0,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1420.0,840.0,Double disc. Brembo M4 Floating stainless steel disc with lightweight stainless steel rotor and aluminium flange with 6 pins,Single disc. Brembo calliper with two Ø 32 mm separate pistons,120/70-ZR17 ,200/55-ZR17 ,"Öhlins Magnesium, fully-adjustable telescopic fork","Öhlins Pro-link, fully-adjustable monoshock",Black/red/green/white/yellow
aprilia,rs4 125,2011,Sport,3.1,124.8,16.0,,Single cylinder, four-stroke,6-speed,58.0,47.0,14.5,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1350.0,820.0,Single disc,Single disc,110/80-R17 ,130/70-R17 ,"Upside down hydraulic fork, 40 mm. ",Swingarm. Hydraulic monoshock with adjustable spring preload. ,Red/black
aprilia,rs4 125,2012,Sport,3.6,124.8,16.0,,Single cylinder, four-stroke,6-speed,58.0,47.0,14.5,Injection,,Liquid,Chain,,1350.0,820.0,Single disc,Single disc,110/80-R17 ,130/70-R17 ,"Upside down hydraulic fork, 40 mm. ",Swingarm. Hydraulic monoshock with adjustable spring preload. ,"Red, black, white"
aprilia,rs4 125,2013,Sport,3.2,124.8,16.0,,Single cylinder, four-stroke,6-speed,58.0,47.0,14.5,Injection,,Liquid,Chain,,1350.0,820.0,Single disc. Stainless steel disc with radial 4 piston calliper,Single disc. Single 30 mm piston,110/80-R17 ,130/70-R17 ,"Upside down hydraulic fork, 40 mm. ",Swingarm. Hydraulic monoshock with adjustable spring preload. ,"Racing black, Racing white"
aprilia,rs4 125,2014,Sport,3.2,124.8,15.0,10.9,Single cylinder, four-stroke,6-speed,58.0,47.0,14.5,Injection,,Liquid,Chain,,1350.0,820.0,Single disc. Stainless steel disc with radial 4 piston calliper,Single disc. Single 30 mm piston,110/80-R17 ,130/70-R17 ,"Upside down hydraulic fork, 40 mm. ",Swingarm. Hydraulic monoshock with adjustable spring preload. ,"Black, yellow"
aprilia,rs4 125,2015,Sport,3.5,124.8,15.0,10.9,Single cylinder, four-stroke,6-speed,58.0,47.0,14.5,Injection,,Liquid,Chain,,1350.0,820.0,Single disc. Stainless steel disc with radial 4 piston calliper,Single disc. Single 30 mm piston,110/80-R17 ,130/70-R17 ,"Upside down hydraulic fork, 40 mm. ",Swingarm. Hydraulic monoshock with adjustable spring preload. ,"Black, yellow"
aprilia,rs4 125,2016,Sport,3.6,124.8,15.0,10.9,Single cylinder, four-stroke,6-speed,58.0,47.0,14.5,Injection,,Liquid,Chain,,1350.0,820.0,Single disc. Stainless steel disc with radial 4 piston calliper,Single disc. Single 30 mm piston,110/80-R17 ,130/70-R17 ,"Upside down hydraulic fork, 40 mm. ",Swingarm. Hydraulic monoshock with adjustable spring preload. ,"Black, yellow"
aprilia,rs4 125,2017,Sport,,124.8,15.0,10.9,Single cylinder, four-stroke,6-speed,58.0,47.0,14.5,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1350.0,820.0,Single disc. Stainless steel disc with radial 4 piston calliper,Single disc. Single 30 mm piston,110/80-17 ,130/70-17 ,"Upside down hydraulic fork, 40 mm. ",Asymmetric swingarm with monoshock,"Black/red, silver/red"
aprilia,rs4 125,2018,Sport,2.8,124.8,15.0,10.9,Single cylinder, four-stroke,6-speed,58.0,47.0,14.5,Injection. Magneti Marelli M3G ø 32mm ECU,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1350.0,820.0,Single disc. Stainless steel disc with radial 4 piston calliper,Single disc. Single 30 mm piston,110/80-17 ,130/70-17 ,"Upside down hydraulic fork, 40 mm. ",Asymmetric swingarm with monoshock,"Black/red, silver/red"
aprilia,rs4 125 replica,2013,Sport,,124.8,16.0,,Single cylinder, four-stroke,6-speed,58.0,47.0,14.5,Injection,,Liquid,Chain,,1350.0,820.0,Single disc. 4 piston calliper,Single disc,110/80-R17 ,130/70-R17 ,"Upside down hydraulic fork, 40 mm. ",Swingarm. Hydraulic monoshock with adjustable spring preload. ,Red
aprilia,rs4 125 replica,2014,Sport,,124.8,15.0,10.9,Single cylinder, four-stroke,6-speed,58.0,47.0,14.5,Injection,,Liquid,Chain,,1350.0,820.0,Single disc. Stainless steel disc with radial 4 piston calliper,Single disc. Single 30 mm piston,110/80-R17 ,130/70-R17 ,"Upside down hydraulic fork, 40 mm. ",Swingarm. Hydraulic monoshock with adjustable spring preload. ,Red
aprilia,rs4 125 replica,2015,Sport,2.9,124.8,15.0,10.9,Single cylinder, four-stroke,6-speed,58.0,47.0,14.5,Injection,,Liquid,Chain,,1350.0,820.0,Single disc. Stainless steel disc with radial 4 piston calliper,Single disc. Single 30 mm piston,110/80-R17 ,130/70-R17 ,Upside down hydraulic fork,Swingarm. Hydraulic monoshock with adjustable spring preload. ,Red
aprilia,rs4 125 replica,2016,Sport,,124.8,15.0,10.9,Single cylinder, four-stroke,6-speed,58.0,47.0,14.5,Injection,,Liquid,Chain,,1350.0,820.0,Single disc. Stainless steel disc with radial 4 piston calliper,Single disc. Single 30 mm piston,110/80-R17 ,130/70-R17 ,Upside down hydraulic fork,Swingarm. Hydraulic monoshock with adjustable spring preload. ,Red/silver/black
aprilia,rs4 125 replica,2017,Sport,,124.8,15.0,10.9,Single cylinder, four-stroke,6-speed,58.0,47.0,14.5,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1350.0,820.0,Single disc. Stainless steel disc with radial 4 piston calliper,Single disc. Single 30 mm piston,110/80-R17 ,130/70-R17 ,Upside down hydraulic fork,Asymetric swingarm. Hydraulic monoshock with adjustable spring preload. ,Black/silver/red/green
aprilia,rs4 125 replica,2018,Sport,,124.8,15.0,10.9,Single cylinder, four-stroke,6-speed,58.0,47.0,14.5,Injection. Magneti Marelli M3G ø 32mm ECU,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1350.0,820.0,Single disc. Stainless steel disc with radial 4 piston calliper,Single disc. Single 30 mm piston,110/80-R17 ,130/70-R17 ,Upside down hydraulic fork,Asymetric swingarm. Hydraulic monoshock with adjustable spring preload. ,Black/silver/red/green
aprilia,rs4 50,2011,Sport,3.5,49.9,,,Single cylinder, two-stroke,6-speed,39.9,40.0,14.5,Carburettor. Dell’Orto PHVA – 17.5,,Liquid,Chain,,1350.0,820.0,Single disc,Single disc,110/80-17 ,130/70-17 ,40 mm upside down fork,Asymmetric swingarm with monoshock,"Red/black, white/black"
aprilia,rs4 50,2012,Sport,3.7,49.9,,,Single cylinder, four-stroke,6-speed,39.9,39.9,14.5,,,Liquid,Chain,,1350.0,820.0,Single disc,Single disc,100/80-17 ,130/70-17 ,"41 mm upside down fork, wheel travel 110 mm","Asymmetric swingarm with monoshock, wheel travel 130 mm","White, black, red/white/green"
aprilia,rs4 50,2013,Sport,3.4,49.9,,,Single cylinder, two-stroke,6-speed,39.9,39.9,14.5,Carburettor,,Liquid,Chain,,1350.0,820.0,Single disc. radial 4 piston calliper,Single disc,100/80-17 ,130/70-17 ,"41 mm upside down fork, wheel travel 110 mm","Asymmetric swingarm with monoshock, wheel travel 130 mm","Racing white, Racing black"
aprilia,rs4 50,2015,Sport,3.4,49.9,,,Single cylinder, two-stroke,6-speed,39.9,39.9,14.5,Carburettor,,Liquid,Chain,,1350.0,820.0,Single disc. Radial 4 piston calliper,Single disc,100/80-17 ,130/70-17 ,"41 mm upside down fork, wheel travel 110 mm","Asymmetric swingarm with monoshock, wheel travel 130 mm","Black, yellow"
aprilia,rs4 50,2016,Sport,3.5,49.9,,,Single cylinder, two-stroke,6-speed,39.9,39.9,14.5,Carburettor,,Liquid,Chain,,1350.0,820.0,Single disc. Radial 4 piston calliper,Single disc,100/80-17 ,130/70-17 ,41 mm upside down fork,Asymmetric swingarm with monoshock,"Black, yellow"
aprilia,rs4 50,2017,Sport,,49.9,,,Single cylinder, two-stroke,6-speed,39.9,39.9,14.5,Carburettor,,Liquid,Chain,,1350.0,820.0,Single disc. Radial 4 piston calliper,Single disc,100/80-17 ,130/70-17 ,41 mm upside down fork,Asymmetric swingarm with monoshock,"Black, yellow"
aprilia,rs4 50,2018,Sport,2.3,49.9,,,Single cylinder, two-stroke,6-speed,39.9,39.9,14.5,Carburettor,,Liquid,Chain,,1350.0,820.0,Single disc. Radial 4 piston calliper,Single disc,100/80-17 ,130/70-17 ,41 mm upside down fork,Asymmetric swingarm with monoshock,"Black, yellow"
aprilia,rs4 50 replica,2014,Sport,2.9,49.9,,,Single cylinder, two-stroke,6-speed,39.9,39.9,14.5,Carburettor,,Liquid,Chain,,1350.0,820.0,Single disc. Radial 4 piston calliper,Single disc,100/80-17 ,130/70-17 ,"41 mm upside down fork, wheel travel 110 mm","Asymmetric swingarm with monoshock, wheel travel 130 mm",Red
aprilia,rs4 50 replica,2015,Sport,,49.9,,,Single cylinder, two-stroke,6-speed,39.9,39.9,14.5,Carburettor,,Liquid,Chain,,1350.0,820.0,Single disc. Radial 4 piston calliper,Single disc,100/80-17 ,130/70-17 ,"41 mm upside down fork, wheel travel 110 mm","Asymmetric swingarm with monoshock, wheel travel 130 mm",Red
aprilia,rs4 50 replica,2016,Sport,3.5,49.9,,,Single cylinder, two-stroke,6-speed,39.9,39.9,14.5,Carburettor,,Liquid,Chain,,1350.0,820.0,Single disc. Radial 4 piston calliper,Single disc,100/80-17 ,130/70-17 ,"41 mm upside down fork, wheel travel 110 mm","Asymmetric swingarm with monoshock, wheel travel 130 mm",Red/silver
aprilia,rs4 50 replica,2017,Sport,,49.9,,,Single cylinder, two-stroke,6-speed,39.9,39.9,14.5,Carburettor,,Liquid,Chain,,1350.0,820.0,Single disc. Radial 4 piston calliper,Single disc,100/80-17 ,130/70-17 ,"41 mm upside down fork, wheel travel 110 mm","Asymmetric swingarm with monoshock, wheel travel 130 mm",Grey/red/silver
aprilia,rs4 50 replica,2018,Sport,3.4,49.9,,,Single cylinder, two-stroke,6-speed,39.9,39.9,14.5,Carburettor,,Liquid,Chain,,1350.0,820.0,Single disc. Radial 4 piston calliper,Single disc,100/80-17 ,130/70-17 ,"41 mm upside down fork, wheel travel 110 mm","Asymmetric swingarm with monoshock, wheel travel 130 mm",Grey/red/silver/green
aprilia,rst 1000 futura,2001,Sport touring,3.8,998.0,113.0,96.0,V2, four-stroke,6-speed,97.0,67.5,21.0,Injection,,,Chain,210.0,1435.0,820.0,Dual disc,Single disc,120/70-ZR17 ,180/55-ZR17 ,,,
aprilia,rst 1000 futura,2002,Sport touring,4.1,997.6,113.0,96.0,V2, four-stroke,6-speed,97.0,67.5,21.0,Injection,,Liquid,Chain,210.0,1435.0,820.0,Dual disc,Single disc,120/70-ZR17 ,180/55-ZR17 ,,,
aprilia,rst 1000 futura,2003,Sport touring,3.9,997.6,113.0,96.3,V2, four-stroke,,,,21.0,,,,,210.0,1435.0,820.0,,,,,,,"Silver, Blue, Red, Black"
aprilia,rst 1000 futura,2004,Sport,3.8,997.6,114.0,95.5,Twin, four-stroke,6-speed,97.0,67.5,21.0,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,185.0,1435.0,820.0,Double disc,Single disc,120/70-ZR17 ,180/55-ZR17 ,Showa 43 mm upside-down fork,Single member aluminium alloy swing-arm,"Darkness black, Hilton blue"
aprilia,rst 1000 futura,2005,Sport touring,3.8,997.6,114.0,96.0,V2, four-stroke,1-speed,97.0,67.5,18.0,Injection.  Integrated electronic engine management system. Indirect multi-point electronic injection.51 mm diameter throttle bodies.,,Liquid,Chain,189.0,,940.0,Double disc. 4-piston calipers,Single disc. 2-piston calipers,120/70-17 ,180/55-17 ,"Showa 43 mm upside-down fork with adjustment for compression, preload and rebound dampening.","Single member aluminium alloy swing-arm. APS (Aprilia Progressive System) linkage.Sachs hydraulic monoshock with adjustment for compression, preload and rebound dampening.","Darkness Black, Hilton Blue"
aprilia,rsv 1000 r,2005,Sport,3.7,997.6,138.0,107.0,V2, four-stroke,6-speed,97.0,67.5,19.0,Injection.  Integrated electronic engine management system. Indirect multipoint electronic injection. Throttle body diameter,Double Overhead Cams/Twin Cam (DOHC),Oil & air,Chain,189.0,,,Double disc. 4-piston calipers,Single disc. 2-piston calipers,120/70-17 ,190/50-17 ,"43 mm Showa upside-down fork, with adjustable compression, rebound and preload.","Aluminium alloy double member swingarm. Aprilia Progressive System (APS) linkages. Sachs monoshock with adjustable compression, rebound, preload and length.","Aprilia Black, Fluo Red, Mirror Silver"
aprilia,rsv 1000 r,2006,Sport,3.8,997.6,138.0,107.0,V2, four-stroke,6-speed,97.0,67.5,,Injection.  Integrated electronic engine management system. Indirect multipoint electronic injection. Throttle body diameter: 57 mm.,Double Overhead Cams/Twin Cam (DOHC),Oil & air,Chain,189.0,1410.0,810.0,Double disc,Single disc,120/70-17 ,120/70-17 ,"43 mm Showa upside-down fork, with adjustable compression, rebound and preload. 120 mm  wheel travel.","Aluminium alloy double member swingarm. Aprilia Progressive System (APS) linkages. Sachs monoshock with adjustable compression, rebound, preload and length. 133 mm wheel travel.","Aprilia Black, Fluo Red, Mirror Silver
 
 Weight is comprehensive of battery, not of fluids"
aprilia,rsv 1000 r,2008,Sport,3.8,997.6,141.0,107.0,V2, four-stroke,6-speed,97.0,67.5,18.0,Injection. Integrated electronic engine management system. Indirect multipoint electronic injection. 57 mm throttle bodies.,Double Overhead Cams/Twin Cam (DOHC),Oil & air,Chain,186.0,1418.0,810.0,Double disc,Single disc,120/70-17. ,190/50-17 ,"43 mm Öhlins titanium nitride (TiN) coated upside-down fork. Adjustable in compression, rebound and preload. 120 mm wheel travel. Shortened fork bottoms with radial caliper fittings.",Aluminium alloy double arched member swingarm. Aprilia Progressive System (APS) linkages.,
aprilia,rsv 1000 r,2009,Sport,3.8,983.3,141.0,101.0,V2, four-stroke,,97.0,67.5,18.0,Injection. Integrated electronic engine management system. Indirect multipoint electronic injection. 57 mm throttle bodies. 10.3 litre airbox with Air Runner air scoop.,Double Overhead Cams/Twin Cam (DOHC),Oil & air,Chain,189.0,1418.0,810.0,Double disc,Single disc,120/70-17. ,190/50-17 ,"43 mm Ohlins titanium nitride (TiN) coated upside-down fork. Adjustable in compression, rebound and preload. 120 mm wheel travel. Shortened fork bottoms with radial caliper fittings.","Aluminium alloy double arched member swingarm. Aprilia Progressive System (APS) linkages. Sachs monoshock with adjustable compression, rebound, preload and length. 133 mm wheel travel.","Black, blue"
aprilia,rsv 1000 r factory,2005,Sport,3.6,997.6,138.0,107.0,V2, four-stroke,6-speed,97.0,67.5,15.0,Injection.  Integrated electronic engine management system. Indirect multipoint electronic injection. Throttle body diameter,Double Overhead Cams/Twin Cam (DOHC),Oil & air,Chain,185.0,,,Double disc. 4-piston calipers,Single disc. 2-piston calipers,120/70-17 ,190/50-17 ,"43 mm Showa upside-down fork, with adjustable compression, rebound and preload.","Aluminium alloy double member swingarm. Aprilia Progressive System (APS) linkages. Sachs monoshock with adjustable compression, rebound, preload and length.","Aprilia Black, Fluo Red, Mirror Silver"
aprilia,rsv 1000 r factory,2006,Sport,3.7,997.6,138.0,107.0,V2, four-stroke,6-speed,97.0,67.5,,Injection.  Integrated electronic engine management system. Indirect multipoint electronic injection. Throttle body diameter: 57 mm.,Double Overhead Cams/Twin Cam (DOHC),Oil & air,Chain,185.0,1410.0,810.0,,,120/70-17 ,120/70-17 ,"43 mm Showa upside-down fork, with adjustable compression, rebound and preload. 120 mm  wheel travel.","Aluminium alloy double member swingarm. Aprilia Progressive System (APS) linkages. Sachs monoshock with adjustable compression, rebound, preload and length. 133 mm wheel travel.","Aprilia Black, Fluo Red, Mirror Silver
 
 Weight is comprehensive of battery, not of fluids."
